transaction_id,amount,payment_method,failure_reason,recovery_probability,priority,recommended_action,action_status,actual_recovered
TX09696,24340.63,Wallet,Insufficient Funds,5.34,Low,Defer Recovery,Deferred,0
TX08557,4590.28,Wallet,Technical Error,98.76,High,Retry Payment,Retry Initiated,1
TX03993,11210.2,NetBanking,Authentication Failed,42.57,Medium,Send Notification,Notification Sent,1
TX02784,44257.84,UPI,Timeout,19.04,Low,Defer Recovery,Deferred,1
TX03777,49025.49,NetBanking,Technical Error,4.93,Low,Defer Recovery,Deferred,0
TX07530,20610.93,NetBanking,Authentication Failed,20.42,Low,Defer Recovery,Deferred,0
TX08869,48000.83,Card,Authentication Failed,8.19,Low,Defer Recovery,Deferred,0
TX07429,12911.41,Wallet,Technical Error,99.64,High,Generate Payment Link,Payment Link Created,1
TX07443,44078.11,Card,Technical Error,99.86,High,Retry Payment,Retry Initiated,1
TX08639,9718.44,Card,Authentication Failed,18.17,Low,Defer Recovery,Deferred,0
TX02106,12311.31,Card,Technical Error,9.21,Low,Defer Recovery,Deferred,1
TX02484,14125.59,Card,Bank Declined,99.4,High,Generate Payment Link,Payment Link Created,1
TX08392,39837.65,UPI,Technical Error,21.86,Low,Defer Recovery,Deferred,1
TX06027,10887.81,Card,Bank Declined,99.36,High,Retry Payment,Retry Initiated,1
TX06711,17051.76,NetBanking,Authentication Failed,9.29,Low,Defer Recovery,Deferred,0
TX07150,18633.7,NetBanking,Technical Error,6.71,Low,Defer Recovery,Deferred,1
TX06296,20893.76,UPI,Technical Error,98.91,High,Generate Payment Link,Payment Link Created,1
TX01340,9642.98,UPI,Timeout,99.69,High,Retry Payment,Retry Initiated,1
TX06622,32255.37,UPI,Technical Error,51.07,Medium,Send Notification,Notification Sent,1
TX05431,47658.33,NetBanking,Timeout,4.11,Low,Defer Recovery,Deferred,0
TX01976,46168.86,UPI,Technical Error,21.02,Low,Defer Recovery,Deferred,0
TX00284,43366.3,Card,Authentication Failed,98.12,High,Generate Payment Link,Payment Link Created,0
TX08718,49645.88,UPI,Bank Declined,98.53,High,Generate Payment Link,Payment Link Created,1
TX08242,49869.32,Wallet,Insufficient Funds,8.12,Low,Defer Recovery,Deferred,0
TX00309,22291.17,Card,Insufficient Funds,29.52,Low,Defer Recovery,Deferred,1
TX02263,29481.63,UPI,Timeout,99.53,High,Generate Payment Link,Payment Link Created,1
TX07939,2209.22,UPI,Timeout,27.45,Low,Defer Recovery,Deferred,1
TX07024,42626.6,NetBanking,Technical Error,7.87,Low,Defer Recovery,Deferred,1
TX02860,7772.09,Wallet,Authentication Failed,50.91,Medium,Send Notification,Notification Sent,1
TX00455,48782.54,NetBanking,Authentication Failed,2.13,Low,Defer Recovery,Deferred,0
TX08833,26666.69,Card,Technical Error,17.09,Low,Defer Recovery,Deferred,0
TX04513,2474.4,Card,Technical Error,2.55,Low,Defer Recovery,Deferred,0
TX03394,14467.91,UPI,Timeout,8.92,Low,Defer Recovery,Deferred,0
TX09999,10912.54,UPI,Timeout,99.91,High,Retry Payment,Retry Initiated,1
TX02003,34659.38,UPI,Authentication Failed,10.36,Low,Defer Recovery,Deferred,0
TX08283,2388.02,NetBanking,Bank Declined,54.81,Medium,Send Notification,Notification Sent,1
TX02673,1317.11,NetBanking,Bank Declined,3.95,Low,Defer Recovery,Deferred,1
TX09380,19596.06,Card,Technical Error,9.01,Low,Defer Recovery,Deferred,1
TX04536,8178.59,Card,Authentication Failed,99.53,High,Retry Payment,Retry Initiated,1
TX03812,8292.83,UPI,Authentication Failed,1.51,Low,Defer Recovery,Deferred,1
TX04430,5457.32,Wallet,Authentication Failed,99.2,High,Generate Payment Link,Payment Link Created,1
TX03842,42589.07,NetBanking,Authentication Failed,7.32,Low,Defer Recovery,Deferred,0
TX03608,19487.7,NetBanking,Insufficient Funds,99.87,High,Retry Payment,Retry Initiated,1
TX05675,39353.96,Wallet,Technical Error,99.94,High,Retry Payment,Retry Initiated,1
TX05208,1528.7,Card,Technical Error,14.09,Low,Defer Recovery,Deferred,1
TX06906,28888.41,Card,Authentication Failed,91.51,High,Generate Payment Link,Payment Link Created,0
TX02828,8279.62,Card,Bank Declined,48.47,Medium,Send Notification,Notification Sent,1
TX06269,14188.08,UPI,Authentication Failed,46.93,Medium,Send Notification,Notification Sent,1
TX09785,6947.14,Wallet,Insufficient Funds,33.34,Low,Defer Recovery,Deferred,1
TX05824,1111.97,Card,Insufficient Funds,99.51,High,Retry Payment,Retry Initiated,1
TX03308,675.15,NetBanking,Bank Declined,3.58,Low,Defer Recovery,Deferred,1
TX07841,48665.71,Wallet,Timeout,97.45,High,Retry Payment,Retry Initiated,1
TX03094,7967.29,NetBanking,Technical Error,99.49,High,Retry Payment,Retry Initiated,1
TX00977,17002.77,Wallet,Timeout,38.99,Low,Defer Recovery,Deferred,1
TX01673,42543.95,UPI,Bank Declined,9.52,Low,Defer Recovery,Deferred,0
TX06155,7579.73,Wallet,Bank Declined,99.44,High,Generate Payment Link,Payment Link Created,1
TX06881,43696.07,Wallet,Timeout,99.81,High,Retry Payment,Retry Initiated,1
TX03847,22581.77,Card,Insufficient Funds,12.79,Low,Defer Recovery,Deferred,1
TX07359,34107.58,Wallet,Technical Error,8.65,Low,Defer Recovery,Deferred,0
TX04888,30402.61,Wallet,Insufficient Funds,23.38,Low,Defer Recovery,Deferred,1
TX05003,4801.1,Card,Authentication Failed,28.84,Low,Defer Recovery,Deferred,1
TX09581,6675.37,NetBanking,Technical Error,99.51,High,Retry Payment,Retry Initiated,1
TX02199,3413.63,NetBanking,Technical Error,9.45,Low,Defer Recovery,Deferred,1
TX07520,10844.99,UPI,Insufficient Funds,18.91,Low,Defer Recovery,Deferred,0
TX03605,15731.21,Wallet,Insufficient Funds,10.72,Low,Defer Recovery,Deferred,0
TX05728,14649.68,Wallet,Bank Declined,98.69,High,Generate Payment Link,Payment Link Created,1
TX03865,37768.14,UPI,Insufficient Funds,1.72,Low,Defer Recovery,Deferred,0
TX09005,33158.59,Card,Insufficient Funds,43.91,Medium,Send Notification,Notification Sent,1
TX06406,992.14,NetBanking,Technical Error,99.77,High,Generate Payment Link,Payment Link Created,1
TX09037,20533.86,UPI,Authentication Failed,2.8,Low,Defer Recovery,Deferred,0
TX05159,46119.32,Card,Bank Declined,6.09,Low,Defer Recovery,Deferred,1
TX07950,30108.67,NetBanking,Authentication Failed,56.25,Medium,Send Notification,Notification Sent,1
TX01055,2736.01,Card,Timeout,99.94,High,Retry Payment,Retry Initiated,1
TX04428,23506.11,Wallet,Timeout,99.76,High,Retry Payment,Retry Initiated,1
TX04832,13562.82,Wallet,Timeout,6.79,Low,Defer Recovery,Deferred,0
TX08265,4282.04,UPI,Bank Declined,1.7,Low,Defer Recovery,Deferred,0
TX01411,1338.38,Card,Insufficient Funds,15.74,Low,Defer Recovery,Deferred,0
TX07134,48506.82,NetBanking,Timeout,99.9,High,Retry Payment,Retry Initiated,1
TX01948,38947.94,Wallet,Technical Error,4.99,Low,Defer Recovery,Deferred,0
TX09176,730.87,Card,Timeout,14.87,Low,Defer Recovery,Deferred,1
TX08634,10724.57,NetBanking,Authentication Failed,99.7,High,Generate Payment Link,Payment Link Created,0
TX07184,19207.53,UPI,Timeout,1.62,Low,Defer Recovery,Deferred,1
TX00044,11366.9,NetBanking,Timeout,1.25,Low,Defer Recovery,Deferred,0
TX04404,19834.9,NetBanking,Technical Error,92.35,High,Generate Payment Link,Payment Link Created,1
TX06535,18023.75,Card,Timeout,18.97,Low,Defer Recovery,Deferred,1
TX01750,15237.88,UPI,Insufficient Funds,6.8,Low,Defer Recovery,Deferred,0
TX09324,17081.84,NetBanking,Timeout,95.36,High,Generate Payment Link,Payment Link Created,1
TX03126,33899.36,Wallet,Insufficient Funds,99.55,High,Retry Payment,Retry Initiated,1
TX00260,39721.32,UPI,Insufficient Funds,99.89,High,Retry Payment,Retry Initiated,1
TX02200,49468.54,NetBanking,Authentication Failed,21.18,Low,Defer Recovery,Deferred,0
TX06053,24342.45,Wallet,Bank Declined,20.66,Low,Defer Recovery,Deferred,0
TX06022,45009.17,NetBanking,Technical Error,15.06,Low,Defer Recovery,Deferred,0
TX07338,40861.34,Card,Authentication Failed,44.77,Medium,Send Notification,Notification Sent,0
TX00744,29371.43,Card,Timeout,94.45,High,Generate Payment Link,Payment Link Created,0
TX02332,12875.46,NetBanking,Insufficient Funds,99.83,High,Generate Payment Link,Payment Link Created,1
TX00124,18475.68,UPI,Timeout,17.09,Low,Defer Recovery,Deferred,1
TX07187,17290.64,Card,Timeout,3.62,Low,Defer Recovery,Deferred,0
TX03565,561.16,Card,Technical Error,3.83,Low,Defer Recovery,Deferred,1
TX03869,668.34,UPI,Timeout,17.92,Low,Defer Recovery,Deferred,1
TX02064,25121.93,UPI,Insufficient Funds,48.92,Medium,Send Notification,Notification Sent,1
TX01507,24305.14,Card,Authentication Failed,11.12,Low,Defer Recovery,Deferred,0
TX05267,12785.47,Wallet,Authentication Failed,5.38,Low,Defer Recovery,Deferred,0
TX09290,1549.04,Card,Bank Declined,94.52,High,Generate Payment Link,Payment Link Created,1
TX09487,4541.9,Card,Authentication Failed,1.32,Low,Defer Recovery,Deferred,0
TX00909,4626.97,Wallet,Technical Error,98.32,High,Generate Payment Link,Payment Link Created,1
TX05722,44507.56,UPI,Timeout,45.92,Medium,Send Notification,Notification Sent,0
TX05305,9451.82,NetBanking,Insufficient Funds,99.8,High,Retry Payment,Retry Initiated,1
TX00970,22942.45,NetBanking,Bank Declined,99.35,High,Generate Payment Link,Payment Link Created,1
TX08384,35476.81,UPI,Technical Error,4.17,Low,Defer Recovery,Deferred,0
TX00437,47154.84,Card,Timeout,20.57,Low,Defer Recovery,Deferred,1
TX09110,27017.77,Card,Bank Declined,97.33,High,Generate Payment Link,Payment Link Created,1
TX01174,22665.53,Card,Bank Declined,3.69,Low,Defer Recovery,Deferred,0
TX07203,514.41,UPI,Authentication Failed,99.32,High,Generate Payment Link,Payment Link Created,1
TX07776,25930.64,NetBanking,Insufficient Funds,12.69,Low,Defer Recovery,Deferred,1
TX01098,17600.42,Wallet,Timeout,99.66,High,Generate Payment Link,Payment Link Created,1
TX03579,25994.97,Card,Insufficient Funds,99.87,High,Retry Payment,Retry Initiated,1
TX05958,2372.95,UPI,Technical Error,99.36,High,Generate Payment Link,Payment Link Created,1
TX08823,21524.2,NetBanking,Bank Declined,7.85,Low,Defer Recovery,Deferred,1
TX00051,10533.96,Wallet,Technical Error,96.75,High,Generate Payment Link,Payment Link Created,1
TX02635,7998.32,Wallet,Bank Declined,99.94,High,Retry Payment,Retry Initiated,1
TX03182,32256.72,Card,Insufficient Funds,99.63,High,Retry Payment,Retry Initiated,1
TX04266,15102.72,UPI,Bank Declined,99.62,High,Retry Payment,Retry Initiated,1
TX02516,30200.78,UPI,Bank Declined,99.74,High,Generate Payment Link,Payment Link Created,1
TX04603,8568.29,NetBanking,Timeout,16.5,Low,Defer Recovery,Deferred,0
TX09594,2895.85,UPI,Bank Declined,15.68,Low,Defer Recovery,Deferred,1
TX04729,5858.45,NetBanking,Technical Error,95.53,High,Generate Payment Link,Payment Link Created,1
TX03362,32539.61,Wallet,Technical Error,99.67,High,Retry Payment,Retry Initiated,1
TX03087,46853.77,NetBanking,Authentication Failed,1.33,Low,Defer Recovery,Deferred,0
TX03183,1514.04,Wallet,Timeout,99.64,High,Retry Payment,Retry Initiated,1
TX05237,5433.48,Card,Technical Error,99.59,High,Retry Payment,Retry Initiated,1
TX08390,46506.24,Card,Insufficient Funds,99.49,High,Retry Payment,Retry Initiated,1
TX09727,11595.7,Wallet,Bank Declined,14.34,Low,Defer Recovery,Deferred,1
TX03964,10304.77,NetBanking,Authentication Failed,98.99,High,Generate Payment Link,Payment Link Created,1
TX03497,49658.87,Wallet,Bank Declined,7.17,Low,Defer Recovery,Deferred,0
TX08301,3975.53,Card,Authentication Failed,8.34,Low,Defer Recovery,Deferred,0
TX05938,40134.21,NetBanking,Authentication Failed,99.38,High,Generate Payment Link,Payment Link Created,1
TX08595,20708.3,UPI,Timeout,99.64,High,Retry Payment,Retry Initiated,1
TX05047,23768.85,Card,Authentication Failed,2.34,Low,Defer Recovery,Deferred,0
TX07864,36420.01,UPI,Insufficient Funds,99.75,High,Retry Payment,Retry Initiated,1
TX06118,31423.86,Wallet,Insufficient Funds,64.5,Medium,Send Notification,Notification Sent,1
TX04464,11134.05,NetBanking,Technical Error,99.96,High,Retry Payment,Retry Initiated,1
TX05768,30050.11,Wallet,Authentication Failed,99.13,High,Retry Payment,Retry Initiated,1
TX06145,13726.76,Wallet,Technical Error,4.75,Low,Defer Recovery,Deferred,0
TX07329,6144.81,NetBanking,Authentication Failed,1.73,Low,Defer Recovery,Deferred,0
TX02518,49181.51,UPI,Insufficient Funds,99.61,High,Retry Payment,Retry Initiated,1
TX00218,15230.67,Wallet,Insufficient Funds,99.74,High,Retry Payment,Retry Initiated,1
TX04413,49444.9,NetBanking,Bank Declined,99.8,High,Retry Payment,Retry Initiated,1
TX00369,34676.72,UPI,Bank Declined,41.35,Medium,Send Notification,Notification Sent,1
TX00879,3703.44,Wallet,Bank Declined,9.93,Low,Defer Recovery,Deferred,0
TX08470,1167.3,UPI,Insufficient Funds,4.83,Low,Defer Recovery,Deferred,0
TX08143,1924.83,NetBanking,Insufficient Funds,20.03,Low,Defer Recovery,Deferred,1
TX05571,22850.21,Wallet,Insufficient Funds,99.43,High,Generate Payment Link,Payment Link Created,1
TX03366,12471.83,Card,Authentication Failed,30.72,Low,Defer Recovery,Deferred,1
TX06221,15701.55,Card,Bank Declined,92.82,High,Generate Payment Link,Payment Link Created,0
TX06526,41074.07,NetBanking,Authentication Failed,4.27,Low,Defer Recovery,Deferred,0
TX04652,38068.48,Wallet,Bank Declined,98.69,High,Generate Payment Link,Payment Link Created,1
TX09099,19500.88,UPI,Technical Error,3.1,Low,Defer Recovery,Deferred,0
TX09098,43681.14,Card,Technical Error,3.82,Low,Defer Recovery,Deferred,1
TX04773,9283.65,Card,Technical Error,7.88,Low,Defer Recovery,Deferred,1
TX09296,40011.49,Card,Insufficient Funds,1.11,Low,Defer Recovery,Deferred,0
TX07177,49420.65,Card,Insufficient Funds,99.33,High,Generate Payment Link,Payment Link Created,1
TX01788,32204.15,Card,Technical Error,99.47,High,Retry Payment,Retry Initiated,1
TX01327,36169.68,Wallet,Timeout,6.17,Low,Defer Recovery,Deferred,0
TX05835,8658.98,UPI,Insufficient Funds,16.88,Low,Defer Recovery,Deferred,1
TX03121,35166.64,Card,Timeout,98.36,High,Generate Payment Link,Payment Link Created,1
TX09121,46960.16,Card,Bank Declined,85.94,High,Generate Payment Link,Payment Link Created,0
TX06892,43503.64,NetBanking,Technical Error,99.94,High,Retry Payment,Retry Initiated,1
TX02809,47025.81,NetBanking,Insufficient Funds,99.85,High,Retry Payment,Retry Initiated,1
TX00952,16768.87,Card,Technical Error,27.15,Low,Defer Recovery,Deferred,1
TX09118,44746.23,Wallet,Technical Error,19.98,Low,Defer Recovery,Deferred,0
TX05791,23743.04,Card,Authentication Failed,46.43,Medium,Send Notification,Notification Sent,1
TX01023,31906.38,UPI,Bank Declined,1.53,Low,Defer Recovery,Deferred,0
TX09772,3859.67,UPI,Insufficient Funds,10.5,Low,Defer Recovery,Deferred,0
TX09651,22990.57,Wallet,Timeout,99.93,High,Retry Payment,Retry Initiated,1
TX00008,24333.15,UPI,Authentication Failed,98.21,High,Generate Payment Link,Payment Link Created,0
TX06083,24454.2,UPI,Insufficient Funds,99.82,High,Retry Payment,Retry Initiated,1
TX04075,45208.69,Card,Authentication Failed,99.54,High,Retry Payment,Retry Initiated,1
TX04568,41011.42,Wallet,Insufficient Funds,4.7,Low,Defer Recovery,Deferred,0
TX06338,20035.37,UPI,Insufficient Funds,2.99,Low,Defer Recovery,Deferred,1
TX06651,12923.6,NetBanking,Timeout,99.5,High,Generate Payment Link,Payment Link Created,1
TX08296,10828.11,NetBanking,Authentication Failed,99.8,High,Retry Payment,Retry Initiated,1
TX04200,5086.6,Card,Technical Error,25.91,Low,Defer Recovery,Deferred,1
TX05077,1026.68,UPI,Authentication Failed,2.86,Low,Defer Recovery,Deferred,0
TX09133,21325.23,NetBanking,Authentication Failed,6.33,Low,Defer Recovery,Deferred,0
TX02139,16101.07,UPI,Insufficient Funds,96.04,High,Generate Payment Link,Payment Link Created,1
TX02679,36383.85,Card,Insufficient Funds,2.13,Low,Defer Recovery,Deferred,0
TX08508,30147.5,NetBanking,Insufficient Funds,11.49,Low,Defer Recovery,Deferred,1
TX04415,4005.9,NetBanking,Insufficient Funds,21.44,Low,Defer Recovery,Deferred,1
TX09237,13657.56,UPI,Authentication Failed,11.46,Low,Defer Recovery,Deferred,0
TX07737,43854.72,Wallet,Timeout,3.49,Low,Defer Recovery,Deferred,0
TX07250,7717.38,Wallet,Insufficient Funds,94.79,High,Generate Payment Link,Payment Link Created,0
TX04426,17362.88,NetBanking,Authentication Failed,53.51,Medium,Send Notification,Notification Sent,1
TX00686,5097.73,UPI,Bank Declined,3.21,Low,Defer Recovery,Deferred,0
TX03442,29725.92,Wallet,Authentication Failed,99.26,High,Generate Payment Link,Payment Link Created,1
TX01177,47589.95,Card,Bank Declined,99.9,High,Retry Payment,Retry Initiated,1
TX05950,4645.11,UPI,Bank Declined,6.43,Low,Defer Recovery,Deferred,1
TX05070,24790.24,NetBanking,Technical Error,62.65,Medium,Send Notification,Notification Sent,1
TX02441,9512.75,Wallet,Insufficient Funds,22.92,Low,Defer Recovery,Deferred,1
TX09185,7854.52,Wallet,Authentication Failed,98.76,High,Generate Payment Link,Payment Link Created,1
TX02754,521.73,Wallet,Timeout,97.1,High,Generate Payment Link,Payment Link Created,1
TX07603,35622.92,UPI,Bank Declined,60.6,Medium,Send Notification,Notification Sent,1
TX04248,9780.3,Card,Technical Error,10.06,Low,Defer Recovery,Deferred,0
TX03206,34841.45,Wallet,Timeout,10.58,Low,Defer Recovery,Deferred,1
TX08738,4902.9,Wallet,Bank Declined,11.76,Low,Defer Recovery,Deferred,0
TX00543,48140.36,Wallet,Timeout,41.49,Medium,Send Notification,Notification Sent,0
TX08128,35131.58,NetBanking,Timeout,43.43,Medium,Send Notification,Notification Sent,1
TX03954,6677.34,NetBanking,Technical Error,99.55,High,Retry Payment,Retry Initiated,1
TX08408,42885.0,Wallet,Technical Error,11.42,Low,Defer Recovery,Deferred,0
TX09917,2159.36,UPI,Insufficient Funds,30.09,Low,Defer Recovery,Deferred,0
TX03997,27047.46,UPI,Bank Declined,42.72,Medium,Send Notification,Notification Sent,1
TX01807,10592.78,NetBanking,Timeout,8.98,Low,Defer Recovery,Deferred,1
TX07344,14515.48,Wallet,Timeout,32.39,Low,Defer Recovery,Deferred,1
TX09248,42843.56,UPI,Technical Error,93.84,High,Generate Payment Link,Payment Link Created,0
TX02748,31400.19,NetBanking,Bank Declined,99.85,High,Retry Payment,Retry Initiated,1
TX09188,9148.16,UPI,Insufficient Funds,98.36,High,Retry Payment,Retry Initiated,0
TX04767,18336.03,Card,Timeout,16.96,Low,Defer Recovery,Deferred,1
TX09703,944.77,UPI,Authentication Failed,0.81,Low,Defer Recovery,Deferred,0
TX07312,29720.98,Wallet,Technical Error,97.96,High,Generate Payment Link,Payment Link Created,1
TX07257,18563.18,UPI,Technical Error,99.89,High,Retry Payment,Retry Initiated,1
TX07974,20126.14,UPI,Technical Error,6.12,Low,Defer Recovery,Deferred,0
TX06544,15010.27,NetBanking,Bank Declined,99.05,High,Retry Payment,Retry Initiated,0
TX08490,7482.94,Wallet,Insufficient Funds,99.66,High,Retry Payment,Retry Initiated,1
TX05509,48118.35,UPI,Bank Declined,99.48,High,Generate Payment Link,Payment Link Created,1
TX05935,1251.97,Card,Authentication Failed,99.92,High,Retry Payment,Retry Initiated,1
TX01917,29330.34,Wallet,Timeout,3.27,Low,Defer Recovery,Deferred,0
TX05179,24253.54,Wallet,Technical Error,98.1,High,Generate Payment Link,Payment Link Created,1
TX09085,23464.5,UPI,Bank Declined,99.92,High,Retry Payment,Retry Initiated,1
TX07708,30599.6,UPI,Authentication Failed,99.59,High,Retry Payment,Retry Initiated,0
TX00311,49168.7,NetBanking,Insufficient Funds,5.47,Low,Defer Recovery,Deferred,1
TX09043,43050.36,Card,Authentication Failed,4.92,Low,Defer Recovery,Deferred,0
TX01188,38917.68,Wallet,Timeout,99.59,High,Retry Payment,Retry Initiated,0
TX03397,35658.81,UPI,Technical Error,99.18,High,Generate Payment Link,Payment Link Created,1
TX02810,13107.25,Wallet,Insufficient Funds,5.73,Low,Defer Recovery,Deferred,0
TX05914,872.57,NetBanking,Timeout,7.56,Low,Defer Recovery,Deferred,1
TX08571,28703.83,Card,Technical Error,99.39,High,Retry Payment,Retry Initiated,1
TX00193,44382.48,NetBanking,Authentication Failed,26.34,Low,Defer Recovery,Deferred,1
TX04414,47458.56,UPI,Technical Error,97.01,High,Generate Payment Link,Payment Link Created,1
TX09374,16482.6,UPI,Technical Error,5.9,Low,Defer Recovery,Deferred,0
TX04217,22115.94,Card,Authentication Failed,99.78,High,Retry Payment,Retry Initiated,1
TX01861,37458.74,NetBanking,Technical Error,97.12,High,Generate Payment Link,Payment Link Created,0
TX09830,49913.62,Card,Bank Declined,99.78,High,Generate Payment Link,Payment Link Created,1
TX08513,44650.39,Wallet,Insufficient Funds,1.83,Low,Defer Recovery,Deferred,0
TX09347,12243.29,NetBanking,Timeout,98.78,High,Retry Payment,Retry Initiated,0
TX03949,25268.6,NetBanking,Bank Declined,99.75,High,Retry Payment,Retry Initiated,1
TX08060,36737.5,Wallet,Insufficient Funds,2.81,Low,Defer Recovery,Deferred,1
TX03194,25476.09,Card,Timeout,2.81,Low,Defer Recovery,Deferred,0
TX00067,6771.41,NetBanking,Bank Declined,70.09,Medium,Send Notification,Notification Sent,1
TX03452,45005.49,Wallet,Technical Error,51.43,Medium,Send Notification,Notification Sent,1
TX06963,1295.67,Wallet,Authentication Failed,99.55,High,Retry Payment,Retry Initiated,1
TX04504,9603.8,Wallet,Insufficient Funds,97.68,High,Generate Payment Link,Payment Link Created,1
TX09125,40329.86,Wallet,Technical Error,2.38,Low,Defer Recovery,Deferred,0
TX00559,47902.76,UPI,Insufficient Funds,96.82,High,Generate Payment Link,Payment Link Created,0
TX08862,16675.46,NetBanking,Bank Declined,98.25,High,Generate Payment Link,Payment Link Created,1
TX06788,20931.06,Wallet,Insufficient Funds,10.03,Low,Defer Recovery,Deferred,0
TX04115,23849.52,Card,Bank Declined,99.24,High,Retry Payment,Retry Initiated,1
TX02481,10549.4,Wallet,Bank Declined,10.25,Low,Defer Recovery,Deferred,0
TX08641,16472.36,NetBanking,Authentication Failed,99.08,High,Generate Payment Link,Payment Link Created,1
TX01130,30375.14,Wallet,Insufficient Funds,99.26,High,Retry Payment,Retry Initiated,1
TX04140,16428.34,NetBanking,Timeout,99.56,High,Generate Payment Link,Payment Link Created,1
TX02541,35844.63,Wallet,Insufficient Funds,14.41,Low,Defer Recovery,Deferred,0
TX05563,9491.18,Card,Insufficient Funds,99.77,High,Retry Payment,Retry Initiated,1
TX04917,43903.85,NetBanking,Technical Error,59.22,Medium,Send Notification,Notification Sent,1
TX02215,10840.67,Wallet,Bank Declined,31.18,Low,Defer Recovery,Deferred,0
TX05833,11203.8,UPI,Authentication Failed,99.74,High,Retry Payment,Retry Initiated,1
TX01790,2712.12,NetBanking,Technical Error,15.86,Low,Defer Recovery,Deferred,1
TX08692,13645.89,Card,Timeout,31.89,Low,Defer Recovery,Deferred,1
TX06743,39631.63,UPI,Technical Error,89.51,High,Generate Payment Link,Payment Link Created,0
TX07483,27655.53,NetBanking,Bank Declined,98.95,High,Retry Payment,Retry Initiated,0
TX05954,26664.15,Wallet,Technical Error,7.32,Low,Defer Recovery,Deferred,0
TX01694,15891.79,Card,Authentication Failed,5.78,Low,Defer Recovery,Deferred,0
TX06934,8081.05,Wallet,Timeout,99.6,High,Retry Payment,Retry Initiated,1
TX07870,45415.79,UPI,Bank Declined,3.5,Low,Defer Recovery,Deferred,0
TX01614,40382.36,Wallet,Timeout,54.49,Medium,Send Notification,Notification Sent,1
TX05461,48826.49,Wallet,Bank Declined,0.83,Low,Defer Recovery,Deferred,0
TX07863,8503.56,UPI,Timeout,94.54,High,Generate Payment Link,Payment Link Created,1
TX05593,33143.08,UPI,Insufficient Funds,99.87,High,Retry Payment,Retry Initiated,1
TX04847,24264.88,UPI,Timeout,12.85,Low,Defer Recovery,Deferred,0
TX06086,19542.34,UPI,Bank Declined,99.74,High,Retry Payment,Retry Initiated,1
TX05241,39330.52,Card,Technical Error,11.88,Low,Defer Recovery,Deferred,1
TX09227,7243.92,Wallet,Insufficient Funds,3.59,Low,Defer Recovery,Deferred,0
TX00294,26352.09,UPI,Timeout,99.87,High,Retry Payment,Retry Initiated,1
TX00125,48953.69,NetBanking,Insufficient Funds,99.07,High,Retry Payment,Retry Initiated,1
TX02660,1384.55,NetBanking,Bank Declined,21.86,Low,Defer Recovery,Deferred,1
TX06661,6458.3,NetBanking,Technical Error,26.9,Low,Defer Recovery,Deferred,1
TX03758,317.54,Wallet,Technical Error,13.99,Low,Defer Recovery,Deferred,0
TX09568,5600.62,NetBanking,Insufficient Funds,22.41,Low,Defer Recovery,Deferred,0
TX05049,45782.3,Card,Technical Error,6.06,Low,Defer Recovery,Deferred,1
TX06095,7163.29,UPI,Authentication Failed,97.9,High,Generate Payment Link,Payment Link Created,1
TX06831,16770.45,Card,Insufficient Funds,99.85,High,Retry Payment,Retry Initiated,1
TX01081,12247.79,UPI,Technical Error,3.86,Low,Defer Recovery,Deferred,0
TX02800,12315.51,NetBanking,Insufficient Funds,18.86,Low,Defer Recovery,Deferred,0
TX06565,8295.63,Card,Authentication Failed,10.82,Low,Defer Recovery,Deferred,0
TX06285,7448.96,UPI,Timeout,10.42,Low,Defer Recovery,Deferred,0
TX09751,33821.97,Wallet,Timeout,45.61,Medium,Send Notification,Notification Sent,1
TX06159,7024.92,Card,Bank Declined,10.97,Low,Defer Recovery,Deferred,1
TX01596,11680.72,NetBanking,Bank Declined,43.59,Medium,Send Notification,Notification Sent,1
TX01310,7929.44,Card,Technical Error,99.52,High,Retry Payment,Retry Initiated,1
TX00797,35550.05,NetBanking,Technical Error,97.54,High,Generate Payment Link,Payment Link Created,0
TX06752,1140.18,Card,Bank Declined,50.7,Medium,Send Notification,Notification Sent,1
TX05197,47676.45,Card,Insufficient Funds,96.96,High,Generate Payment Link,Payment Link Created,1
TX05814,43660.14,Card,Insufficient Funds,99.25,High,Retry Payment,Retry Initiated,1
TX08326,37412.52,Card,Technical Error,4.54,Low,Defer Recovery,Deferred,0
TX07792,40674.7,UPI,Authentication Failed,95.48,High,Generate Payment Link,Payment Link Created,0
TX06649,21642.67,Card,Insufficient Funds,99.25,High,Generate Payment Link,Payment Link Created,1
TX02548,25067.88,Card,Insufficient Funds,25.19,Low,Defer Recovery,Deferred,1
TX01615,23035.67,Card,Bank Declined,96.85,High,Retry Payment,Retry Initiated,1
TX04911,45620.26,Wallet,Insufficient Funds,2.98,Low,Defer Recovery,Deferred,1
TX05069,32038.43,UPI,Timeout,1.46,Low,Defer Recovery,Deferred,0
TX05299,46905.59,NetBanking,Timeout,99.69,High,Retry Payment,Retry Initiated,1
TX02945,31625.56,Card,Bank Declined,5.09,Low,Defer Recovery,Deferred,0
TX08200,5254.69,UPI,Insufficient Funds,98.89,High,Retry Payment,Retry Initiated,1
TX08329,11433.61,NetBanking,Timeout,10.48,Low,Defer Recovery,Deferred,0
TX03438,20718.4,UPI,Bank Declined,47.26,Medium,Send Notification,Notification Sent,1
TX03734,2339.56,Card,Timeout,99.23,High,Generate Payment Link,Payment Link Created,1
